params,fold_scores,mean_test_roc_auc,std_test_roc_auc,mean_fit_time,std_fit_time,mean_score_time,std_score_time
"{'contamination': 0.003729552496224642, 'n_components': 0.6588307619094849}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.003987550735473633, 0.0029909610748291016, 0.003988981246948242], 'score_time': [0.0009984970092773438, 0.0009975433349609375, 0.0]}",0.9322308968199496,0.031136930381187134,0.0036558310190836587,0.0004701344089162611,0.0006653467814127604,0.0004704713820739898
"{'contamination': 0.0012596985325217247, 'n_components': 0.5853882431983948}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.003990650177001953, 0.002992868423461914, 0.002989053726196289], 'score_time': [0.0, 0.0009963512420654297, 0.000997304916381836]}",0.9322308968199496,0.031136930381187134,0.0033241907755533853,0.0004712605353822833,0.0006645520528157552,0.0004699094242864974
"{'contamination': 0.004281993955373764, 'n_components': 0.5072348713874817}","{'roc_auc': [0.8630319148936171, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.0029921531677246094, 0.0039904117584228516, 0.002992391586303711], 'score_time': [0.0009965896606445312, 0.0, 0.0009970664978027344]}",0.9238089110043468,0.04302760441536914,0.0033249855041503906,0.00047052742684294406,0.0006645520528157552,0.0004699093033197254
"{'contamination': 0.0046729580499231815, 'n_components': 0.8266730904579163}","{'roc_auc': [0.9042553191489361, 0.9368351063829786, 0.9516129032258065], 'fit_time': [0.002993345260620117, 0.00399017333984375, 0.0029931068420410156], 'score_time': [0.000997781753540039, 0.0009963512420654297, 0.0009963512420654297]}",0.930901109585907,0.019783737949642784,0.0033255418141682944,0.0004699654688748367,0.0009968280792236328,6.743495761743046e-07
"{'contamination': 0.0020467801950871944, 'n_components': 0.8028501272201538}","{'roc_auc': [0.9042553191489361, 0.9368351063829786, 0.9516129032258065], 'fit_time': [0.0038709640502929688, 0.003981351852416992, 0.0029916763305664062], 'score_time': [0.0009980201721191406, 0.0009982585906982422, 0.0009984970092773438]}",0.930901109585907,0.019783737949642784,0.003614664077758789,0.0004428179961551723,0.0009982585906982422,1.9466795466607238e-07
"{'contamination': 0.004345468711107969, 'n_components': 0.5936098694801331}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.0029914379119873047, 0.005118846893310547, 0.003988981246948242], 'score_time': [0.0, 0.0006341934204101562, 0.001004934310913086]}",0.9322308968199496,0.031136930381187134,0.004033088684082031,0.0008690708996629992,0.0005463759104410807,0.0004149354798081795
"{'contamination': 0.0033743984531611204, 'n_components': 0.8964831829071045}","{'roc_auc': [0.910904255319149, 0.9474734042553191, 0.9489247311827956], 'fit_time': [0.003988504409790039, 0.003990650177001953, 0.004985809326171875], 'score_time': [0.0009980201721191406, 0.000997304916381836, 0.000997304916381836]}",0.9357674635857546,0.01759092439193306,0.004321654637654622,0.000469629101021092,0.0009975433349609375,3.371747880871523e-07
"{'contamination': 0.0029876765329390764, 'n_components': 0.8558101654052734}","{'roc_auc': [0.9042553191489361, 0.9368351063829786, 0.9516129032258065], 'fit_time': [0.003989458084106445, 0.004770994186401367, 0.0039899349212646484], 'score_time': [0.0009970664978027344, 0.0009946823120117188, 0.0009970664978027344]}",0.930901109585907,0.019783737949642784,0.004250129063924153,0.0003683073116328454,0.0009962717692057292,1.1239159602905073e-06
"{'contamination': 0.004301704000681639, 'n_components': 0.8323475122451782}","{'roc_auc': [0.9042553191489361, 0.9368351063829786, 0.9516129032258065], 'fit_time': [0.003989219665527344, 0.00399017333984375, 0.003987312316894531], 'score_time': [0.0, 0.0009965896606445312, 0.0009980201721191406]}",0.930901109585907,0.019783737949642784,0.003988901774088542,1.1894408501860113e-06,0.0006648699442545573,0.00047013440891626113
"{'contamination': 0.0014278603484854102, 'n_components': 0.9033476710319519}","{'roc_auc': [0.910904255319149, 0.9474734042553191, 0.9489247311827956], 'fit_time': [0.006898403167724609, 0.003989219665527344, 0.003989458084106445], 'score_time': [0.001995086669921875, 0.0009970664978027344, 0.0009965896606445312]}",0.9357674635857546,0.01759092439193306,0.0049590269724528,0.0013713460624026977,0.0013295809427897136,0.00047058365283811766
"{'contamination': 0.0010840017348527908, 'n_components': 0.6117084622383118}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.00498652458190918, 0.003988981246948242, 0.004987955093383789], 'score_time': [0.0009996891021728516, 0.0009982585906982422, 0.0]}",0.9322308968199496,0.031136930381187134,0.004654486974080403,0.000470583974953851,0.0006659825642903646,0.00047092114948247757
"{'contamination': 0.0035031253937631845, 'n_components': 0.8924563527107239}","{'roc_auc': [0.910904255319149, 0.9474734042553191, 0.9489247311827956], 'fit_time': [0.003990888595581055, 0.004986763000488281, 0.0029916763305664062], 'score_time': [0.0009965896606445312, 0.0, 0.001001119613647461]}",0.9357674635857546,0.01759092439193306,0.003989775975545247,0.0008144911022912804,0.0006659030914306641,0.0004708682232509351
"{'contamination': 0.004619395360350609, 'n_components': 0.8160486221313477}","{'roc_auc': [0.9042553191489361, 0.9368351063829786, 0.9516129032258065], 'fit_time': [0.0029942989349365234, 0.001995086669921875, 0.003989696502685547], 'score_time': [0.0, 0.0, 0.0]}",0.930901109585907,0.019783737949642784,0.002993027369181315,0.0008142965507720896,0.0,0.0
"{'contamination': 0.0007169361342675984, 'n_components': 0.7831137180328369}","{'roc_auc': [0.9042553191489361, 0.9368351063829786, 0.9516129032258065], 'fit_time': [0.004962444305419922, 0.003989458084106445, 0.0029900074005126953], 'score_time': [0.0009970664978027344, 0.0, 0.0]}",0.930901109585907,0.019783737949642784,0.0039806365966796875,0.0008052681540705618,0.0003323554992675781,0.00047002165459349024
"{'contamination': 0.0042133149690926075, 'n_components': 0.5041260123252869}","{'roc_auc': [0.8630319148936171, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.00299072265625, 0.001996755599975586, 0.0029916763305664062], 'score_time': [0.0009975433349609375, 0.0, 0.0]}",0.9238089110043468,0.04302760441536914,0.0026597181955973306,0.0004687855087128983,0.0003325144449869792,0.00047024643778554833
"{'contamination': 0.0014917319640517235, 'n_components': 0.5199000835418701}","{'roc_auc': [0.8630319148936171, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.0029916763305664062, 0.003991603851318359, 0.0029916763305664062], 'score_time': [0.0009970664978027344, 0.0009958744049072266, 0.0]}",0.9238089110043468,0.04302760441536914,0.0033249855041503906,0.00047137035374583886,0.0006643136342366537,0.0004697409277079588
"{'contamination': 0.0007908312254585326, 'n_components': 0.8737161755561829}","{'roc_auc': [0.9042553191489361, 0.9368351063829786, 0.9489247311827956], 'fit_time': [0.004499197006225586, 0.00498652458190918, 0.004987955093383789], 'score_time': [0.0009963512420654297, 0.0009984970092773438, 0.0]}",0.9300050522382368,0.018864893719600928,0.0048245588938395185,0.00023006633829477036,0.0006649494171142578,0.00047019105802476746
"{'contamination': 0.003342614509165287, 'n_components': 0.9027882218360901}","{'roc_auc': [0.910904255319149, 0.9474734042553191, 0.9489247311827956], 'fit_time': [0.0029916763305664062, 0.004163503646850586, 0.002993345260620117], 'score_time': [0.0, 0.0009999275207519531, 0.0]}",0.9357674635857546,0.01759092439193306,0.0033828417460123696,0.0005520117443781631,0.0003333091735839844,0.00047137035374583886
"{'contamination': 0.0006105591310188174, 'n_components': 0.7913111448287964}","{'roc_auc': [0.9042553191489361, 0.9368351063829786, 0.9516129032258065], 'fit_time': [0.003975629806518555, 0.003988742828369141, 0.00399017333984375], 'score_time': [0.0009968280792236328, 0.0, 0.0]}",0.930901109585907,0.019783737949642784,0.003984848658243815,6.544820400846255e-06,0.0003322760264078776,0.0004699092629974612
"{'contamination': 0.0035244154278188944, 'n_components': 0.5840964317321777}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.0029921531677246094, 0.0039882659912109375, 0.0029921531677246094], 'score_time': [0.0, 0.0, 0.0009968280792236328]}",0.9322308968199496,0.031136930381187134,0.0033241907755533853,0.000469572088209374,0.0003322760264078776,0.0004699092629974611
"{'contamination': 0.0016319197602570057, 'n_components': 0.7903038263320923}","{'roc_auc': [0.9042553191489361, 0.9368351063829786, 0.9516129032258065], 'fit_time': [0.004990577697753906, 0.004990100860595703, 0.0029916763305664062], 'score_time': [0.0009932518005371094, 0.0, 0.0009961128234863281]}",0.930901109585907,0.019783737949642784,0.004324118296305339,0.0009421787696221602,0.0006631215413411459,0.0004688991933639694
"{'contamination': 0.0012559633469209075, 'n_components': 0.8863182663917542}","{'roc_auc': [0.910904255319149, 0.9474734042553191, 0.9489247311827956], 'fit_time': [0.003990650177001953, 0.004079341888427734, 0.0019948482513427734], 'score_time': [0.000997304916381836, 0.0, 0.000997304916381836]}",0.9357674635857546,0.01759092439193306,0.003354946772257487,0.0009624162456597465,0.0006648699442545573,0.0004701340461895193
"{'contamination': 0.00139333656989038, 'n_components': 0.5865395069122314}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.003991127014160156, 0.002995729446411133, 0.005083322525024414], 'score_time': [0.0009965896606445312, 0.000993490219116211, 0.0009975433349609375]}",0.9322308968199496,0.031136930381187134,0.004023392995198567,0.0008525616441516307,0.0009958744049072266,1.7302466278932287e-06
"{'contamination': 0.0038651381619274616, 'n_components': 0.9227712154388428}","{'roc_auc': [0.910904255319149, 0.9474734042553191, 0.9489247311827956], 'fit_time': [0.003988981246948242, 0.0029921531677246094, 0.0049855709075927734], 'score_time': [0.0009975433349609375, 0.0009970664978027344, 0.0009970664978027344]}",0.9357674635857546,0.01759092439193306,0.003988901774088542,0.0008138093864217536,0.0009972254435221355,2.247831920581015e-07
"{'contamination': 0.004314741585403681, 'n_components': 0.6785169243812561}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.004637241363525391, 0.002993345260620117, 0.0029914379119873047], 'score_time': [0.0009970664978027344, 0.0, 0.0]}",0.9322308968199496,0.031136930381187134,0.003540674845377604,0.0007753900119882774,0.0003323554992675781,0.00047002165459349024
"{'contamination': 0.0012659698259085417, 'n_components': 0.6522642970085144}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.0053081512451171875, 0.003989696502685547, 0.0050623416900634766], 'score_time': [0.0, 0.0009970664978027344, 0.0009281635284423828]}",0.9322308968199496,0.031136930381187134,0.00478672981262207,0.0005724521273726468,0.0006417433420817057,0.0004546520960223808
"{'contamination': 0.003500023391097784, 'n_components': 0.7163429260253906}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.004161834716796875, 0.003989458084106445, 0.004241466522216797], 'score_time': [0.0009965896606445312, 0.0, 0.0009922981262207031]}",0.9322308968199496,0.031136930381187134,0.004130919774373372,0.00010517877944557411,0.0006629625956217448,0.0004687886209597872
"{'contamination': 0.00044367273221723735, 'n_components': 0.8045275807380676}","{'roc_auc': [0.9042553191489361, 0.9368351063829786, 0.9516129032258065], 'fit_time': [0.003989458084106445, 0.004987478256225586, 0.003988981246948242], 'score_time': [0.0009968280792236328, 0.0, 0.000997304916381836]}",0.930901109585907,0.019783737949642784,0.004321972529093425,0.00047058365283811766,0.0006647109985351562,0.0004700216949061126
"{'contamination': 0.0031933030113577843, 'n_components': 0.8559150695800781}","{'roc_auc': [0.9042553191489361, 0.9368351063829786, 0.9516129032258065], 'fit_time': [0.00511932373046875, 0.0049877166748046875, 0.003987789154052734], 'score_time': [0.0009975433349609375, 0.0, 0.0019974708557128906]}",0.930901109585907,0.019783737949642784,0.004698276519775391,0.0005052552667802554,0.0009983380635579426,0.0008154642557262515
"{'contamination': 0.0045576742850244045, 'n_components': 0.79534912109375}","{'roc_auc': [0.9042553191489361, 0.9368351063829786, 0.9516129032258065], 'fit_time': [0.005074262619018555, 0.004138946533203125, 0.00408482551574707], 'score_time': [0.0, 0.000997304916381836, 0.000997304916381836]}",0.930901109585907,0.019783737949642784,0.00443267822265625,0.0004542063953566387,0.0006648699442545573,0.0004701340461895193
"{'contamination': 0.0003060705785173923, 'n_components': 0.762855052947998}","{'roc_auc': [0.9042553191489361, 0.9368351063829786, 0.9516129032258065], 'fit_time': [0.003988742828369141, 0.00399017333984375, 0.003991365432739258], 'score_time': [0.0009975433349609375, 0.0, 0.0009970664978027344]}",0.930901109585907,0.019783737949642784,0.00399009386698405,1.0721474936192864e-06,0.0006648699442545573,0.00047013408649250444
"{'contamination': 0.003223689505830407, 'n_components': 0.9371212720870972}","{'roc_auc': [0.910904255319149, 0.9474734042553191, 0.9489247311827956], 'fit_time': [0.003989458084106445, 0.002994060516357422, 0.0030930042266845703], 'score_time': [0.0009975433349609375, 0.0009970664978027344, 0.0009970664978027344]}",0.9357674635857546,0.01759092439193306,0.0033588409423828125,0.00044773946965476024,0.0009972254435221355,2.247831920581015e-07
"{'contamination': 0.0016183162806555629, 'n_components': 0.6796833872795105}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.004984855651855469, 0.001993894577026367, 0.003991127014160156], 'score_time': [0.000997304916381836, 0.0, 0.0]}",0.9322308968199496,0.031136930381187134,0.003656625747680664,0.001243752483613735,0.00033243497212727863,0.0004701340461895193
"{'contamination': 0.0016452886629849672, 'n_components': 0.7737080454826355}","{'roc_auc': [0.9042553191489361, 0.9368351063829786, 0.9516129032258065], 'fit_time': [0.0029914379119873047, 0.003989458084106445, 0.0029916763305664062], 'score_time': [0.0009970664978027344, 0.0009970664978027344, 0.0]}",0.930901109585907,0.019783737949642784,0.0033241907755533853,0.0004704150352493203,0.0006647109985351562,0.00047002165459349024
"{'contamination': 0.004713857546448708, 'n_components': 0.5738863945007324}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.004994630813598633, 0.003988981246948242, 0.002992868423461914], 'score_time': [0.0, 0.0009982585906982422, 0.000997304916381836]}",0.9322308968199496,0.031136930381187134,0.003992160161336263,0.0008172191651219731,0.0006651878356933594,0.0004703589905164545
"{'contamination': 0.001707549556158483, 'n_components': 0.7900778651237488}","{'roc_auc': [0.9042553191489361, 0.9368351063829786, 0.9516129032258065], 'fit_time': [0.0039904117584228516, 0.004453897476196289, 0.0040683746337890625], 'score_time': [0.0009961128234863281, 0.0009984970092773438, 0.0009970664978027344]}",0.930901109585907,0.019783737949642784,0.004170894622802734,0.00020262858264241695,0.0009972254435221355,9.79807218387759e-07
"{'contamination': 0.0011487462325021625, 'n_components': 0.9394057393074036}","{'roc_auc': [0.910904255319149, 0.9474734042553191, 0.9489247311827956], 'fit_time': [0.004986286163330078, 0.0029914379119873047, 0.003988742828369141], 'score_time': [0.000997781753540039, 0.000997304916381836, 0.0]}",0.9357674635857546,0.01759092439193306,0.003988822301228841,0.0008143933902843603,0.0006650288899739584,0.0004702464780789008
"{'contamination': 0.0024370579048991203, 'n_components': 0.5599413514137268}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.004988193511962891, 0.004055023193359375, 0.0036001205444335938], 'score_time': [0.0009963512420654297, 0.0009975433349609375, 0.0]}",0.9322308968199496,0.031136930381187134,0.00421444574991862,0.0005777821414404748,0.0006646315256754557,0.0004699657107794361
"{'contamination': 0.0014612505910918117, 'n_components': 0.8562241792678833}","{'roc_auc': [0.9042553191489361, 0.9368351063829786, 0.9516129032258065], 'fit_time': [0.0039899349212646484, 0.003988504409790039, 0.0040433406829833984], 'score_time': [0.0, 0.0009970664978027344, 0.0]}",0.930901109585907,0.019783737949642784,0.004007260004679362,2.5519575504950086e-05,0.0003323554992675781,0.00047002165459349024
"{'contamination': 0.0012096812715753913, 'n_components': 0.6105318069458008}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.0038242340087890625, 0.00598454475402832, 0.004982948303222656], 'score_time': [0.0, 0.0009968280792236328, 0.0009975433349609375]}",0.9322308968199496,0.031136930381187134,0.004930575688680013,0.0008827203396563655,0.0006647904713948568,0.0004700779410840571
"{'contamination': 0.00211036647669971, 'n_components': 0.6852503418922424}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.0049877166748046875, 0.0029926300048828125, 0.003988742828369141], 'score_time': [0.000997304916381836, 0.0009975433349609375, 0.0009958744049072266]}",0.9322308968199496,0.031136930381187134,0.003989696502685547,0.0008144910014833458,0.0009969075520833333,7.370009816086851e-07
"{'contamination': 0.0021434531081467867, 'n_components': 0.9063619375228882}","{'roc_auc': [0.910904255319149, 0.9474734042553191, 0.9489247311827956], 'fit_time': [0.003989458084106445, 0.003988742828369141, 0.001995086669921875], 'score_time': [0.000997304916381836, 0.0009963512420654297, 0.000997304916381836]}",0.9357674635857546,0.01759092439193306,0.003324429194132487,0.0009399871587433783,0.000996987024943034,4.49566384116203e-07
"{'contamination': 0.00041562580736353993, 'n_components': 0.8755339980125427}","{'roc_auc': [0.910904255319149, 0.9368351063829786, 0.9489247311827956], 'fit_time': [0.003988742828369141, 0.003988742828369141, 0.001992464065551758], 'score_time': [0.0, 0.000997781753540039, 0.000997304916381836]}",0.9322213642949744,0.015860939616250156,0.0033233165740966797,0.0009410548335512419,0.0006650288899739584,0.0004702464780789008
"{'contamination': 0.0036724749952554703, 'n_components': 0.5570743680000305}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.0029921531677246094, 0.0039920806884765625, 0.0039904117584228516], 'score_time': [0.0009968280792236328, 0.0009942054748535156, 0.0009970664978027344]}",0.9322308968199496,0.031136930381187134,0.0036582152048746743,0.0004709774759874419,0.0009960333506266277,1.2961631163199813e-06
"{'contamination': 0.0007390403188765049, 'n_components': 0.6748489141464233}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.005681037902832031, 0.0019943714141845703, 0.002991914749145508], 'score_time': [0.000997304916381836, 0.000997781753540039, 0.0009968280792236328]}",0.9322308968199496,0.031136930381187134,0.003555774688720703,0.0015569908955465682,0.000997304916381836,3.8933590933214475e-07
"{'contamination': 0.0008726058877073228, 'n_components': 0.7133145928382874}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.00498652458190918, 0.0039899349212646484, 0.0039899349212646484], 'score_time': [0.0009965896606445312, 0.001004934310913086, 0.0]}",0.9322308968199496,0.031136930381187134,0.004322131474812825,0.00046979687140143216,0.0006671746571858724,0.00047177602432393054
"{'contamination': 0.004902372136712074, 'n_components': 0.5907856225967407}","{'roc_auc': [0.8882978723404256, 0.9567819148936171, 0.9516129032258065], 'fit_time': [0.003989458084106445, 0.003988504409790039, 0.0040624141693115234], 'score_time': [0.0009975433349609375, 0.0, 0.000997304916381836]}",0.9322308968199496,0.031136930381187134,0.004013458887736003,3.461880095438836e-05,0.0006649494171142578,0.0004701902520620762
"{'contamination': 0.002080740639939904, 'n_components': 0.7763023376464844}","{'roc_auc': [0.9042553191489361, 0.9368351063829786, 0.9516129032258065], 'fit_time': [0.0029909610748291016, 0.003587484359741211, 0.0019948482513427734], 'score_time': [0.000997781753540039, 0.000997304916381836, 0.000997304916381836]}",0.930901109585907,0.019783737949642784,0.002857764561971029,0.0006569771313735828,0.000997463862101237,2.247831920581015e-07
